Normalized_Nitrogen,Normalized_phosphorus,Normalized_potassium,Normalized_temperature,Normalized_humidity,Normalized_pH,Normalized_rainfall,label
0.207142857,0.303448276,0.097560976,0.687830246,0.635737495,0.867642535,0.106618145,mothbeans
0.178571429,0.351724138,0.087804878,0.636008784,0.548312433,0.952129522,0.168422999,mothbeans
0.071428571,0.303448276,0.117073171,0.709610114,0.430293108,0.808690378,0.195190204,mothbeans
0.164285714,0.24137931,0.087804878,0.606537745,0.473739325,0.544986732,0.123906806,mothbeans
0.064285714,0.413793103,0.112195122,0.73198672,0.571841321,0.63170074,0.215216982,mothbeans
0.021428571,0.4,0.102439024,0.580678208,0.468350144,0.922054136,0.186244685,mothbeans
0.157142857,0.289655172,0.107317073,0.58482438,0.569767318,0.793919121,0.162339075,mothbeans
0.085714286,0.268965517,0.102439024,0.663832071,0.628708747,0.823731241,0.236037248,mothbeans
0.278571429,0.248275862,0.107317073,0.671845335,0.605141744,0.913128165,0.113991638,mothbeans
0.228571429,0.282758621,0.07804878,0.65565811,0.614056398,0.775260864,0.229597923,mothbeans
0.214285714,0.282758621,0.073170732,0.568558391,0.441788555,0.592354591,0.174440887,mothbeans
0.135714286,0.248275862,0.107317073,0.582635495,0.585642476,0.620524044,0.191077998,mothbeans
0.028571429,0.317241379,0.073170732,0.710072158,0.624152348,0.352764994,0.21359828,mothbeans
0.15,0.268965517,0.097560976,0.6196106,0.523097958,0.74362756,0.20346267,mothbeans
0.25,0.393103448,0.12195122,0.620385228,0.422697209,0.839488844,0.238233789,mothbeans
0.157142857,0.379310345,0.117073171,0.654096973,0.573167459,0.871736307,0.216138313,mothbeans
0.25,0.351724138,0.082926829,0.659392544,0.498511669,0.358207371,0.136841283,mothbeans
0.121428571,0.386206897,0.082926829,0.63978531,0.454221669,0.59955013,0.233329571,mothbeans
0.2,0.393103448,0.082926829,0.697818773,0.615936141,0.947752075,0.207215697,mothbeans
0.157142857,0.248275862,0.07804878,0.700195802,0.507806828,0.823769863,0.216323602,mothbeans
0.078571429,0.282758621,0.092682927,0.614969926,0.418217866,0.516530679,0.14783714,mothbeans
0.271428571,0.262068966,0.087804878,0.602409214,0.611985804,0.63352518,0.119687923,mothbeans
0.164285714,0.255172414,0.117073171,0.658912687,0.442332756,0.8044116,0.113740105,mothbeans
0.178571429,0.24137931,0.097560976,0.661754549,0.433615138,0.898139302,0.240823156,mothbeans
0.285714286,0.310344828,0.097560976,0.672616946,0.577066856,0.692343752,0.12842652,mothbeans
0.164285714,0.4,0.092682927,0.553420978,0.582626028,0.527789313,0.198249981,mothbeans
0.014285714,0.386206897,0.112195122,0.6102583,0.598010698,0.7599418,0.123655259,mothbeans
0.021428571,0.386206897,0.082926829,0.645650946,0.53515373,0.876619216,0.174624155,mothbeans
0.185714286,0.351724138,0.12195122,0.65860485,0.526369531,0.784341892,0.184941214,mothbeans
0.278571429,0.289655172,0.097560976,0.672000946,0.612646397,0.810854058,0.136751049,mothbeans
0.192857143,0.406896552,0.097560976,0.641306468,0.526190347,0.442643032,0.120619032,mothbeans
0.171428571,0.310344828,0.092682927,0.614956335,0.488334873,0.599127372,0.116367344,mothbeans
0.05,0.275862069,0.082926829,0.714643259,0.409334666,0.858782142,0.180157026,mothbeans
0.107142857,0.310344828,0.112195122,0.554183281,0.614449206,0.727139152,0.154141146,mothbeans
0.185714286,0.35862069,0.112195122,0.686617468,0.496128378,0.496411206,0.177281882,mothbeans
0.142857143,0.310344828,0.07804878,0.685502305,0.546280332,0.465643691,0.152186107,mothbeans
0.242857143,0.372413793,0.117073171,0.714632619,0.415668755,0.505884008,0.230444114,mothbeans
0.135714286,0.351724138,0.12195122,0.613725093,0.48248657,0.35483984,0.146965451,mothbeans
0.207142857,0.282758621,0.102439024,0.721090495,0.62860559,0.892774582,0.216264919,mothbeans
0.142857143,0.344827586,0.107317073,0.709710338,0.464353514,0.946834562,0.128335898,mothbeans
0.078571429,0.275862069,0.112195122,0.678012557,0.630589175,0.584220729,0.168133072,mothbeans
0.107142857,0.372413793,0.073170732,0.686335591,0.570421796,0.840954363,0.150256278,mothbeans
0.25,0.379310345,0.107317073,0.707234899,0.526365057,0.869134439,0.185956945,mothbeans
0.064285714,0.406896552,0.12195122,0.695887169,0.601738984,0.774950219,0.11848513,mothbeans
0.285714286,0.310344828,0.087804878,0.696885995,0.552152254,0.529565952,0.103564209,mothbeans
0.25,0.262068966,0.092682927,0.579887893,0.631932538,0.917230822,0.109563511,mothbeans
0.1,0.4,0.082926829,0.699175741,0.599775152,0.4635791,0.112169008,mothbeans
0.285714286,0.379310345,0.087804878,0.695643683,0.405999638,0.716248503,0.160617795,mothbeans
0.128571,0.24827,0.112195,0.549925,0.5377597,0.726121041,0.1173433,mothbeans
0.25,0.35862069,0.073170732,0.657082789,0.611586256,0.999999973,0.219975536,mothbeans
0.028571429,0.406896552,0.107317073,0.671713909,0.490121118,0.897231328,0.142150753,mothbeans
0.157142857,0.351724138,0.07804878,0.640309632,0.613601195,0.869603127,0.234809409,mothbeans
0.235714286,0.324137931,0.082926829,0.569382043,0.482840687,0.867784107,0.214090113,mothbeans
0.014285714,0.351724138,0.082926829,0.592479274,0.459717494,0.587665347,0.129061274,mothbeans
0.114285714,0.351724138,0.102439024,0.710229843,0.499858096,0.355508437,0.109904054,mothbeans
0.135714286,0.379310345,0.097560976,0.628116457,0.878209905,0.723224525,0.183325489,mungbean
0.057142857,0.372413793,0.097560976,0.648740133,0.807873984,0.708017096,0.129949182,mungbean
0.257142857,0.379310345,0.097560976,0.618532362,0.843579127,0.667932352,0.185210127,mungbean
0.071428571,0.386206897,0.07804878,0.645083241,0.810602365,0.687279814,0.121775169,mungbean
0.157142857,0.386206897,0.082926829,0.684110943,0.87343439,0.693579953,0.1498933,mungbean
0.064285714,0.393103448,0.117073171,0.68441883,0.897312925,0.721193305,0.144007822,mungbean
0.242857143,0.406896552,0.112195122,0.653962247,0.832636459,0.698111799,0.189183524,mungbean
0.221428571,0.351724138,0.12195122,0.630466408,0.855856982,0.724379297,0.177582311,mungbean
0,0.337931034,0.087804878,0.67964015,0.879519178,0.703576389,0.14008872,mungbean
0.15,0.268965517,0.097560976,0.644399993,0.821341874,0.711093853,0.156608002,mungbean
0.2,0.24137931,0.107317073,0.676131538,0.867491791,0.720331912,0.200536913,mungbean
0.121428571,0.35862069,0.082926829,0.638425109,0.864671442,0.640655147,0.14953127,mungbean
0.171428571,0.289655172,0.112195122,0.646236888,0.823740885,0.647005086,0.147414427,mungbean
0.2,0.317241379,0.07804878,0.66417398,0.849762913,0.670772699,0.153771766,mungbean
0.15,0.262068966,0.102439024,0.681283462,0.864676009,0.668104347,0.125757016,mungbean
0.242857143,0.413793103,0.12195122,0.681942376,0.851845052,0.683824211,0.136584655,mungbean
0.135714286,0.365517241,0.107317073,0.637978262,0.804658946,0.689765664,0.143457009,mungbean
0.221428571,0.4,0.073170732,0.620720336,0.849831161,0.71680987,0.172582251,mungbean
0.135714286,0.24137931,0.117073171,0.620721226,0.836578999,0.69282788,0.164521803,mungbean
0.171428571,0.365517241,0.082926829,0.662946479,0.890948049,0.646322331,0.193123641,mungbean
0.092857143,0.324137931,0.097560976,0.668974758,0.879531793,0.658725938,0.144489043,mungbean
0.221428571,0.365517241,0.07804878,0.658080992,0.858323123,0.649415939,0.16260038,mungbean
0.2,0.310344828,0.112195122,0.678875311,0.80313236,0.653165546,0.1901218,mungbean
0.221428571,0.255172414,0.102439024,0.623673597,0.864199003,0.67572714,0.124974399,mungbean
0.235714286,0.413793103,0.073170732,0.662882626,0.816856547,0.655337825,0.189278584,mungbean
0.242857143,0.310344828,0.102439024,0.645404811,0.826212675,0.63284575,0.12396534,mungbean
0.092857143,0.393103448,0.12195122,0.647970176,0.86222439,0.690792441,0.169055874,mungbean
0.235714286,0.393103448,0.082926829,0.638718908,0.887339015,0.682847566,0.193591286,mungbean
0.228571429,0.393103448,0.107317073,0.656889828,0.875202266,0.681364256,0.149269723,mungbean
0.164285714,0.406896552,0.12195122,0.637113912,0.887470832,0.636206401,0.189872452,mungbean
0.25,0.282758621,0.087804878,0.657247961,0.81606794,0.674881438,0.200531332,mungbean
0.042857143,0.331034483,0.117073171,0.655660216,0.846296457,0.68351023,0.162390063,mungbean
0.207142857,0.248275862,0.12195122,0.647619877,0.88455426,0.717686296,0.162670438,mungbean
0.028571429,0.248275862,0.107317073,0.632136558,0.861487742,0.705855678,0.146705508,mungbean
0.071428571,0.406896552,0.107317073,0.655035844,0.87010724,0.72024353,0.123747847,mungbean
0.1,0.331034483,0.102439024,0.669620187,0.848162097,0.703691829,0.178966611,mungbean
0.057142857,0.344827586,0.102439024,0.655496074,0.891309564,0.625955403,0.169142268,mungbean
0.142857143,0.275862069,0.073170732,0.677114207,0.880910173,0.724653188,0.150873043,mungbean
0.257142857,0.296551724,0.107317073,0.637127199,0.87182589,0.643162923,0.195513392,mungbean
0.1,0.393103448,0.073170732,0.684038153,0.831630321,0.666671124,0.134379783,mungbean
0.078571429,0.413793103,0.112195122,0.625908121,0.885183305,0.707896161,0.171148209,mungbean
0.071428571,0.406896552,0.073170732,0.683001012,0.893204679,0.636532117,0.19716925,mungbean
0.05,0.413793103,0.12195122,0.647395532,0.827752071,0.643943443,0.187734243,mungbean
0.014285714,0.324137931,0.073170732,0.683875571,0.860068638,0.644327838,0.195652203,mungbean
0.142857143,0.310344828,0.107317073,0.677469588,0.900102792,0.69496968,0.184087601,mungbean
0.014285714,0.268965517,0.073170732,0.642744835,0.829266735,0.652088354,0.166193182,mungbean
0.192857143,0.275862069,0.117073171,0.637434524,0.900124658,0.710916699,0.177003759,mungbean
0.25,0.331034483,0.073170732,0.620672623,0.874671159,0.702737233,0.184342247,mungbean
0.028571429,0.406896552,0.12195122,0.633883012,0.819575366,0.626781792,0.18295289,mungbean
0.007142857,0.331034483,0.117073171,0.671908806,0.8562024,0.6273558,0.197736736,mungbean
0.257142857,0.296551724,0.102439024,0.649407575,0.848747401,0.718708853,0.17728528,mungbean
0.078571429,0.317241379,0.117073171,0.633142346,0.898227823,0.65014523,0.189327309,mungbean
0.242857143,0.324137931,0.092682927,0.625378855,0.854636383,0.661171136,0.178028582,mungbean
0.15,0.303448276,0.087804878,0.619777811,0.869150901,0.717508364,0.169036188,mungbean
0.121428571,0.4,0.097560976,0.642612784,0.859318254,0.64713839,0.131425165,mungbean
0.178571429,0.275862069,0.102439024,0.634985224,0.811537354,0.628972691,0.147962869,mungbean
0.014285714,0.262068966,0.087804878,0.630475567,0.899453798,0.666314128,0.152350965,mungbean
0.064285714,0.331034483,0.097560976,0.679205109,0.842971504,0.641923516,0.187886526,mungbean
0.264285714,0.337931034,0.12195122,0.684927503,0.85869404,0.645737376,0.138634785,mungbean
0.257142857,0.262068966,0.073170732,0.649417753,0.876139822,0.636195684,0.194249813,mungbean
0.285714286,0.4,0.073170732,0.674615452,0.876247777,0.702399231,0.144540797,mungbean
0.214285714,0.303448276,0.07804878,0.680705136,0.829066865,0.648442535,0.170535556,mungbean
0.007142857,0.406896552,0.112195122,0.628923222,0.871922892,0.723133672,0.146651243,mungbean
0.064285714,0.331034483,0.107317073,0.635843189,0.871155808,0.64447585,0.165822983,mungbean
0.1,0.282758621,0.082926829,0.666950622,0.88499162,0.713227722,0.122086401,mungbean
0.25,0.35862069,0.092682927,0.620624247,0.899122254,0.674233793,0.125458178,mungbean
0.221428571,0.331034483,0.082926829,0.66125851,0.869578249,0.663782488,0.180189267,mungbean
0.028571429,0.282758621,0.097560976,0.64446235,0.838153382,0.669139871,0.125428698,mungbean
0.214285714,0.255172414,0.12195122,0.684395102,0.801593965,0.716654985,0.183534279,mungbean
0.064285714,0.24137931,0.097560976,0.627698385,0.809947229,0.695897936,0.135757364,mungbean
0.142857143,0.282758621,0.097560976,0.670240587,0.895037203,0.711925866,0.170567519,mungbean
0.264285714,0.344827586,0.112195122,0.678938437,0.885019104,0.657313627,0.187631005,mungbean
0.242857143,0.24137931,0.102439024,0.651286337,0.826913791,0.672805247,0.194892525,mungbean
0.1,0.255172414,0.073170732,0.640229951,0.839910872,0.662434936,0.163909027,mungbean
0.164285714,0.268965517,0.107317073,0.669860675,0.819943796,0.690968925,0.140758369,mungbean
0.035714286,0.310344828,0.102439024,0.64940116,0.88025843,0.652950659,0.144196431,mungbean
0.157142857,0.255172414,0.097560976,0.632562901,0.865093448,0.664889035,0.131502423,mungbean
0.285714286,0.351724138,0.082926829,0.656223055,0.861375538,0.690542521,0.16752186,mungbean
0.192857143,0.386206897,0.097560976,0.668828714,0.871307661,0.646067861,0.172623476,mungbean
0.221428571,0.275862069,0.107317073,0.673350061,0.861762501,0.640710149,0.178707301,mungbean
0.271428571,0.248275862,0.102439024,0.641767871,0.848999571,0.659920776,0.120982105,mungbean
0.042857143,0.255172414,0.082926829,0.643073994,0.803646213,0.680486392,0.127762443,mungbean
0.042857143,0.324137931,0.087804878,0.667691332,0.802949309,0.675914963,0.134530568,mungbean
0.171428571,0.303448276,0.082926829,0.683671579,0.800495014,0.670993402,0.169697408,mungbean
0.178571429,0.406896552,0.092682927,0.665506327,0.837020871,0.666992361,0.147212696,mungbean
0.228571429,0.386206897,0.102439024,0.627019639,0.886827088,0.674656374,0.195268325,mungbean
0.057142857,0.310344828,0.087804878,0.639497105,0.854360682,0.705683573,0.144865158,mungbean
0.135714286,0.268965517,0.082926829,0.670418622,0.818157494,0.6935172,0.148962552,mungbean
0.278571429,0.255172414,0.073170732,0.663926484,0.838043005,0.686631562,0.200445378,mungbean
0.235714286,0.255172414,0.092682927,0.639415512,0.865700061,0.723011991,0.145641093,mungbean
0.185714286,0.372413793,0.082926829,0.653625489,0.889731673,0.631356896,0.165761348,mungbean
0.15,0.351724138,0.073170732,0.672342407,0.892048593,0.672276427,0.16178181,mungbean
0.157142857,0.372413793,0.097560976,0.653947971,0.836531799,0.673353184,0.137369769,mungbean
0.207142857,0.310344828,0.07804878,0.651093665,0.879292596,0.662639319,0.144428652,mungbean
0.028571429,0.275862069,0.102439024,0.6593465,0.804720258,0.676949115,0.148381198,mungbean
0.071428571,0.255172414,0.107317073,0.657749385,0.891437564,0.711593665,0.19604007,mungbean
0.028571429,0.303448276,0.092682927,0.640093486,0.835421982,0.696721739,0.144886298,mungbean
0.142857143,0.310344828,0.082926829,0.645089194,0.837117618,0.681519205,0.124753661,mungbean
0.164285714,0.310344828,0.112195122,0.65887149,0.867070511,0.70287534,0.187983699,mungbean
0.178571429,0.331034483,0.102439024,0.651122563,0.835050448,0.630863303,0.176027204,mungbean
0.4,0.544827586,0.073170732,0.675078858,0.63210607,0.750323488,0.24079208,blackgram
0.178571429,0.427586207,0.102439024,0.612113102,0.681523464,0.708605094,0.224916068,blackgram
0.3,0.420689655,0.107317073,0.601544346,0.622994372,0.746711899,0.235235973,blackgram
0.3,0.503448276,0.12195122,0.779311047,0.672233193,0.654434802,0.245296461,blackgram
0.314285714,0.4,0.087804878,0.641926181,0.650778087,0.685893157,0.242815692,blackgram
0.357142857,0.379310345,0.07804878,0.659743191,0.65347222,0.763097478,0.208542352,blackgram
0.25,0.496551724,0.102439024,0.77929738,0.64299565,0.779199584,0.223925128,blackgram
0.214285714,0.44137931,0.097560976,0.775361501,0.615818836,0.661647851,0.227833519,blackgram
0.192857143,0.44137931,0.102439024,0.751957909,0.686964627,0.759309021,0.246756555,blackgram
0.357142857,0.510344828,0.082926829,0.620497507,0.633723389,0.658355399,0.247352204,blackgram
0.278571429,0.503448276,0.117073171,0.58747882,0.611934463,0.727125617,0.232067441,blackgram
0.407142857,0.462068966,0.12195122,0.740631418,0.666266009,0.76006997,0.216233926,blackgram
0.371428571,0.434482759,0.092682927,0.677485022,0.683341498,0.697416728,0.226186326,blackgram
0.392857143,0.455172414,0.107317073,0.70776984,0.688067417,0.779839386,0.223198969,blackgram
0.364285714,0.386206897,0.087804878,0.644019755,0.642214134,0.675032158,0.237350562,blackgram
0.257142857,0.455172414,0.073170732,0.688840666,0.69360688,0.671180421,0.224868441,blackgram
0.421428571,0.379310345,0.092682927,0.726810274,0.625214057,0.73802798,0.231012032,blackgram
0.357142857,0.4,0.112195122,0.636816405,0.625159325,0.764643427,0.233639912,blackgram
0.214285714,0.448275862,0.12195122,0.752993006,0.646062807,0.775685794,0.239501844,blackgram
0.142857143,0.427586207,0.087804878,0.672312714,0.649992073,0.741467053,0.207368925,blackgram
0.414285714,0.489655172,0.073170732,0.637106258,0.675984371,0.696444925,0.247897482,blackgram
0.178571429,0.489655172,0.117073171,0.652434291,0.604594393,0.723468141,0.250922997,blackgram
0.371428571,0.489655172,0.07804878,0.635201748,0.685523931,0.712211541,0.240441215,blackgram
0.285714286,0.434482759,0.087804878,0.696406259,0.676755008,0.678847499,0.211095628,blackgram
0.142857143,0.413793103,0.12195122,0.625646579,0.691029996,0.677041518,0.204958762,blackgram
0.342857143,0.420689655,0.102439024,0.693408733,0.617041321,0.667156937,0.219817033,blackgram
0.35,0.468965517,0.107317073,0.654106142,0.61543938,0.717362751,0.212678329,blackgram
0.342857143,0.427586207,0.073170732,0.580780226,0.666500494,0.758788366,0.2204466,blackgram
0.228571429,0.455172414,0.082926829,0.800142494,0.652795688,0.720915152,0.234932645,blackgram
0.15,0.434482759,0.107317073,0.57463291,0.677406535,0.690422412,0.249921201,blackgram
0.142857143,0.496551724,0.092682927,0.743586002,0.643601494,0.744551896,0.220459656,blackgram
0.178571429,0.448275862,0.102439024,0.775343602,0.686047541,0.692519655,0.23192865,blackgram
0.292857143,0.537931034,0.102439024,0.576950075,0.603842685,0.662431088,0.237432504,blackgram
0.378571429,0.462068966,0.082926829,0.727566349,0.690310374,0.734464552,0.205884607,blackgram
0.278571429,0.413793103,0.102439024,0.799032809,0.636110119,0.701853316,0.216800475,blackgram
0.178571429,0.524137931,0.082926829,0.726747521,0.686476932,0.728845715,0.208688882,blackgram
0.15,0.537931034,0.092682927,0.621895502,0.667722715,0.696530156,0.233960006,blackgram
0.407142857,0.413793103,0.082926829,0.600742689,0.67897517,0.75536383,0.246471781,blackgram
0.4,0.517241379,0.073170732,0.691499339,0.600762344,0.719900025,0.222306034,blackgram
0.35,0.496551724,0.073170732,0.722566899,0.678479317,0.718363299,0.250768968,blackgram
0.171428571,0.551724138,0.092682927,0.67953272,0.69097976,0.685252075,0.219936842,blackgram
0.35,0.524137931,0.087804878,0.61942413,0.677140225,0.744193674,0.20253672,blackgram
0.2,0.468965517,0.092682927,0.793094929,0.613971038,0.774981022,0.242603386,blackgram
0.392857143,0.537931034,0.102439024,0.76460247,0.629483351,0.664602695,0.212936892,blackgram
0.357142857,0.44137931,0.12195122,0.660342713,0.633837919,0.677844564,0.235312647,blackgram
0.242857143,0.551724138,0.092682927,0.721076812,0.630677924,0.656382308,0.239426735,blackgram
0.142857143,0.468965517,0.112195122,0.584987285,0.63965846,0.775768685,0.21162591,blackgram
0.392857143,0.462068966,0.07804878,0.787015581,0.69706295,0.663981741,0.235369185,blackgram
0.164285714,0.482758621,0.073170732,0.792225221,0.631244059,0.74519935,0.20236429,blackgram
0.378571429,0.510344828,0.073170732,0.673939504,0.649550634,0.75662085,0.241754279,blackgram
0.185714286,0.462068966,0.07804878,0.666440856,0.679180805,0.72230926,0.227202025,blackgram
0.235714286,0.551724138,0.107317073,0.654144032,0.65729568,0.663704214,0.234748861,blackgram
0.264285714,0.544827586,0.092682927,0.630647724,0.693604312,0.719061633,0.232478426,blackgram
0.235714286,0.517241379,0.102439024,0.756645883,0.689512503,0.673436715,0.208677525,blackgram
0.157142857,0.379310345,0.097560976,0.777394628,0.699736795,0.747203055,0.204861616,blackgram
0.142857143,0.468965517,0.082926829,0.689602567,0.601277033,0.662169561,0.240252478,blackgram
0.307142857,0.468965517,0.097560976,0.677224849,0.661878699,0.754645252,0.232579487,blackgram
0.314285714,0.524137931,0.107317073,0.624253774,0.680246554,0.782610474,0.230833067,blackgram
0.242857143,0.413793103,0.07804878,0.717961216,0.642615653,0.737039572,0.213882195,blackgram
0.15,0.496551724,0.082926829,0.721710216,0.665692991,0.763005325,0.206695786,blackgram
0.178571429,0.468965517,0.092682927,0.673142472,0.642667523,0.715489181,0.226007336,blackgram
0.292857143,0.427586207,0.073170732,0.672780147,0.641609108,0.740705298,0.218521978,blackgram
0.2,0.448275862,0.112195122,0.649949556,0.618999275,0.745355643,0.24867553,blackgram
0.25,0.44137931,0.073170732,0.651954283,0.635475593,0.65426124,0.232875862,blackgram
0.371428571,0.4,0.07804878,0.701559566,0.611561678,0.721426289,0.23904559,blackgram
0.414285714,0.517241379,0.12195122,0.578263973,0.613778183,0.730923527,0.229926406,blackgram
0.242857143,0.455172414,0.092682927,0.754892621,0.601921276,0.763620796,0.246003357,blackgram
0.371428571,0.482758621,0.07804878,0.770879822,0.666162395,0.758403907,0.225499675,blackgram
0.164285714,0.393103448,0.092682927,0.751900839,0.680103592,0.72983738,0.245861812,blackgram
0.3,0.4,0.12195122,0.628694393,0.629116094,0.65561764,0.232650677,blackgram
0.264285714,0.427586207,0.082926829,0.58810484,0.698561982,0.716778027,0.249935231,blackgram
0.314285714,0.517241379,0.107317073,0.687636024,0.641596311,0.762404848,0.238511672,blackgram
0.15,0.551724138,0.097560976,0.645823839,0.682832254,0.739889528,0.215463725,blackgram
0.4,0.524137931,0.07804878,0.647334663,0.612006512,0.75622368,0.212014291,blackgram
0.207142857,0.524137931,0.073170732,0.653495212,0.642136509,0.707150816,0.233415728,blackgram
0.307142857,0.420689655,0.097560976,0.615262024,0.616248391,0.684870815,0.212748523,blackgram
0.392857143,0.413793103,0.073170732,0.750939887,0.687924059,0.720984224,0.214744404,blackgram
0.314285714,0.434482759,0.073170732,0.604992186,0.6452306,0.738687704,0.212571823,blackgram
0.207142857,0.462068966,0.102439024,0.682117386,0.633993802,0.666458275,0.21108547,blackgram
0.335714286,0.434482759,0.07804878,0.628270748,0.671168053,0.670539505,0.242854613,blackgram
0.285714286,0.468965517,0.082926829,0.78136039,0.651605817,0.778367259,0.235825049,blackgram
0.414285714,0.420689655,0.073170732,0.708614417,0.642452824,0.745125703,0.210300402,blackgram
0.292857143,0.510344828,0.087804878,0.658436066,0.610380749,0.664226155,0.245769171,blackgram
0.414285714,0.544827586,0.082926829,0.623866267,0.661132105,0.70877471,0.208729903,blackgram
0.192857143,0.427586207,0.117073171,0.655517655,0.667830441,0.740192189,0.208580231,blackgram
0.192857143,0.413793103,0.082926829,0.604862892,0.636585179,0.707270357,0.215774885,blackgram
0.371428571,0.448275862,0.097560976,0.75138372,0.661686411,0.685882095,0.230570826,blackgram
0.314285714,0.379310345,0.12195122,0.678460739,0.659255452,0.747009597,0.238355091,blackgram
0.15,0.427586207,0.117073171,0.766809271,0.627445414,0.689211895,0.219229846,blackgram
0.428571429,0.406896552,0.107317073,0.729664919,0.667542705,0.723850703,0.248601155,blackgram
0.235714286,0.531034483,0.102439024,0.694438054,0.656416128,0.705867243,0.239972832,blackgram
0.421428571,0.4,0.082926829,0.653598254,0.663259592,0.74164583,0.210459129,blackgram
0.207142857,0.434482759,0.082926829,0.687486256,0.679004199,0.730898518,0.222644105,blackgram
0.421428571,0.434482759,0.087804878,0.724784353,0.601435351,0.656933246,0.223375352,blackgram
0.207142857,0.482758621,0.073170732,0.694554239,0.635587055,0.691749523,0.248415616,blackgram
0.414285714,0.503448276,0.07804878,0.764040517,0.656890845,0.691905306,0.217360508,blackgram
0.392857143,0.531034483,0.107317073,0.719728752,0.630044511,0.781132081,0.216963066,blackgram
0.3,0.544827586,0.112195122,0.634607253,0.633025043,0.682614984,0.229652521,blackgram
0.314285714,0.531034483,0.102439024,0.747311288,0.613120148,0.737484987,0.207123328,blackgram
0.271428571,0.427586207,0.12195122,0.749796724,0.677918297,0.750267452,0.212278347,blackgram
0.228571429,0.524137931,0.073170732,0.64227181,0.635095298,0.765379016,0.145223537,lentil
0.092857143,0.420689655,0.107317073,0.44512021,0.632891826,0.777932726,0.1568572,lentil
0.271428571,0.413793103,0.097560976,0.683409178,0.606497159,0.754015952,0.156767518,lentil
0.078571429,0.510344828,0.082926829,0.489149351,0.699364314,0.667720566,0.156200666,lentil
0.264285714,0.489655172,0.07804878,0.601862493,0.685320853,0.737271906,0.154536156,lentil
0.207142857,0.489655172,0.087804878,0.507721828,0.621499998,0.645232286,0.179080278,lentil
0.014285714,0.496551724,0.087804878,0.608487173,0.609898173,0.788791926,0.170455152,lentil
0.042857143,0.406896552,0.102439024,0.608801989,0.661520635,0.617932533,0.170518246,lentil
0.092857143,0.44137931,0.097560976,0.438107898,0.625866096,0.663362931,0.122151184,lentil
0.057142857,0.4,0.082926829,0.658326471,0.691689349,0.733365198,0.117746014,lentil
0.042857143,0.531034483,0.097560976,0.590433277,0.602925548,0.609788694,0.16460127,lentil
0.014285714,0.517241379,0.107317073,0.54705096,0.617989921,0.670210808,0.176035917,lentil
0.021428571,0.475862069,0.112195122,0.65652584,0.631997816,0.734704973,0.143891251,lentil
0.192857143,0.551724138,0.117073171,0.650722601,0.617845588,0.786626983,0.164200334,lentil
0.278571429,0.537931034,0.073170732,0.48894688,0.626127087,0.59641042,0.139945687,lentil
0.285714286,0.544827586,0.082926829,0.483725675,0.631988369,0.644552085,0.129683587,lentil
0.264285714,0.427586207,0.107317073,0.549973881,0.616343016,0.744587671,0.166737035,lentil
0.221428571,0.413793103,0.117073171,0.581670502,0.658686893,0.777278838,0.173903253,lentil
0.157142857,0.462068966,0.107317073,0.664678876,0.645033537,0.752476917,0.184014465,lentil
0.021428571,0.537931034,0.087804878,0.462815236,0.68665019,0.693212579,0.170475994,lentil
0.028571429,0.551724138,0.07804878,0.668472305,0.680319847,0.749059754,0.150497736,lentil
0.092857143,0.420689655,0.117073171,0.418949758,0.697023916,0.76797588,0.165431063,lentil
0.085714286,0.455172414,0.097560976,0.627682709,0.634293532,0.738404633,0.148820205,lentil
0.028571429,0.420689655,0.102439024,0.568754695,0.601020568,0.679430645,0.163377168,lentil
0.064285714,0.413793103,0.102439024,0.685605098,0.673254302,0.757092237,0.135219466,lentil
0.128571429,0.455172414,0.107317073,0.5925498,0.675633327,0.638884856,0.160424826,lentil
0.228571429,0.386206897,0.087804878,0.458993616,0.658558863,0.718186832,0.15425146,lentil
0.042857143,0.496551724,0.073170732,0.526485679,0.667210622,0.772028975,0.182510796,lentil
0.107142857,0.531034483,0.097560976,0.575417384,0.669385529,0.744809413,0.164255557,lentil
0,0.448275862,0.117073171,0.652444745,0.624574795,0.789272693,0.178005401,lentil
0.214285714,0.544827586,0.107317073,0.418716796,0.694977436,0.629507733,0.162796349,lentil
0.021428571,0.434482759,0.07804878,0.558217406,0.611956709,0.691375822,0.177985829,lentil
0.014285714,0.537931034,0.112195122,0.488111787,0.664513869,0.736834189,0.152150833,lentil
0.071428571,0.537931034,0.087804878,0.424526853,0.627177402,0.6338117,0.147635928,lentil
0.1,0.462068966,0.12195122,0.578977042,0.608709651,0.72884606,0.165372733,lentil
0.278571429,0.448275862,0.112195122,0.582354034,0.691386617,0.773617404,0.137415647,lentil
0.135714286,0.496551724,0.073170732,0.660233225,0.697737722,0.693577958,0.147660808,lentil
0.128571429,0.393103448,0.102439024,0.626818301,0.639508663,0.619613446,0.165707734,lentil
0.221428571,0.4,0.073170732,0.648392694,0.602055232,0.620815188,0.151946668,lentil
0.2,0.4,0.12195122,0.629228542,0.620593947,0.690646924,0.126645321,lentil
0.035714286,0.448275862,0.092682927,0.418557908,0.681159965,0.702395347,0.163459661,lentil
0.114285714,0.448275862,0.092682927,0.632209277,0.693104215,0.708917537,0.143099309,lentil
0.242857143,0.448275862,0.092682927,0.536679646,0.632315748,0.598121569,0.152072474,lentil
